Brand,Model,Battery_Life_Minutes,Charging_Time_Hours,Dustbin_Capacity_ml,Suction_Power_Pa,Noise_Level_dB,WiFi_Connectivity,App_Control,Voice_Control,Mapping_Technology,Obstacle_Avoidance,HEPA_Filter,Auto_Dock,Runtime_Adjustment,Carpet_Boost,Number_of_Sensors,Weight_kg,Height_cm,Smart_Scheduling,Multi_Floor_Mapping,Mop_Function,Self_Emptying,Price_USD
Roborock,Roborock S89,145,3.7,496,1904,58,Yes,Yes,No,Camera,Yes,Yes,No,Yes,Yes,13,3.0,9.8,Yes,Yes,Yes,No,247
Ecovacs,Ecovacs V74 Max,87,3.5,638,5352,62,No,Yes,Yes,Infrared,Yes,Yes,Yes,No,Yes,8,4.7,8.7,Yes,No,Yes,No,1198
Roborock,Roborock S76 Max,171,2.6,621,2628,56,No,Yes,No,Lidar+Camera,No,Yes,Yes,Yes,Yes,9,5.0,10.7,No,No,No,Yes,526
Dreame,Dreame S91 Ultra,141,2.5,350,5123,62,Yes,No,No,Camera,No,Yes,Yes,Yes,Yes,15,4.3,7.6,No,Yes,Yes,Yes,530
iRobot,iRobot S62 Max,69,6.0,453,5760,70,No,No,Yes,Lidar,No,Yes,Yes,No,No,7,4.4,10.1,No,No,No,No,392
Neato,Neato V73,139,4.3,670,5756,55,Yes,Yes,Yes,Camera,No,Yes,Yes,Yes,Yes,11,3.4,10.0,Yes,Yes,No,No,627
Dreame,Dreame V11 Max,81,4.9,699,5676,62,Yes,Yes,No,Camera,Yes,Yes,No,No,Yes,6,4.2,7.6,No,No,Yes,Yes,456
Xiaomi,Xiaomi R41 Pro,84,3.0,420,4176,70,No,No,Yes,Lidar+Camera,No,No,Yes,Yes,No,11,3.4,7.4,Yes,No,Yes,Yes,644
Dreame,Dreame R55 Ultra,64,2.6,544,5427,58,No,Yes,No,Infrared,Yes,Yes,No,No,No,20,3.9,7.7,Yes,No,No,No,1152
LG,LG S49 Pro,180,5.6,642,3475,58,Yes,Yes,Yes,Lidar,Yes,Yes,Yes,No,No,11,2.6,9.6,Yes,Yes,Yes,Yes,247
Proscenic,Proscenic X50 Ultra,117,5.7,449,5375,65,No,Yes,No,Lidar,No,Yes,No,Yes,Yes,9,2.7,9.4,No,No,No,Yes,541
LG,LG X67 Ultra,113,3.5,440,4972,61,No,No,Yes,Infrared,No,No,Yes,Yes,No,7,4.0,7.8,Yes,No,Yes,No,289
Dreame,Dreame S75 Max,119,5.3,477,3411,66,Yes,No,No,Camera,No,No,No,No,Yes,11,4.0,9.0,Yes,Yes,No,No,1198
Samsung,Samsung V48 Ultra,70,4.0,500,5110,56,Yes,Yes,No,Lidar+Camera,Yes,Yes,Yes,Yes,No,13,3.4,10.3,Yes,No,Yes,No,435
Eufy,Eufy S37 Ultra,178,3.4,650,4567,67,Yes,Yes,No,Camera,No,Yes,Yes,Yes,Yes,10,3.7,8.4,Yes,Yes,No,No,651
Proscenic,Proscenic V79 Pro,162,4.5,451,4547,68,No,Yes,No,Infrared,Yes,No,No,No,No,14,3.1,9.7,No,No,No,Yes,970
Eufy,Eufy S95 Max,70,4.0,592,4049,62,No,No,Yes,Lidar+Camera,Yes,No,Yes,No,No,10,2.7,9.2,No,No,Yes,No,408
Xiaomi,Xiaomi V45 Pro,164,3.0,402,3610,59,Yes,Yes,No,Infrared,No,Yes,No,No,No,9,3.7,7.9,Yes,No,No,Yes,1076
Ecovacs,Ecovacs X10,87,2.9,692,4660,67,Yes,No,No,Lidar,Yes,No,No,No,Yes,16,5.0,8.3,Yes,No,No,No,307
Xiaomi,Xiaomi V46 Pro,95,4.3,700,5956,56,Yes,Yes,Yes,Camera,No,Yes,Yes,No,No,7,4.3,10.8,No,No,No,Yes,467
Neato,Neato V73 Ultra,150,3.7,353,4345,56,No,No,No,Lidar,Yes,Yes,No,No,Yes,14,4.4,9.3,Yes,No,No,Yes,418
Neato,Neato V16,131,6.0,477,5679,66,No,Yes,No,Lidar,No,No,Yes,Yes,No,18,5.0,8.2,No,No,No,Yes,627
Roborock,Roborock R89 Ultra,132,3.0,365,2964,57,Yes,Yes,No,Lidar,Yes,No,No,Yes,No,11,3.9,8.3,Yes,Yes,No,No,424
Eufy,Eufy R17,196,5.2,632,4375,69,Yes,No,No,Lidar,No,Yes,No,Yes,Yes,17,3.1,7.1,No,Yes,Yes,Yes,822
LG,LG R94 Pro,123,5.8,565,4736,66,No,Yes,No,Camera,No,Yes,No,No,No,15,3.3,8.2,No,No,No,Yes,726
Dreame,Dreame S10 Max,156,2.9,675,3020,66,No,Yes,No,Lidar+Camera,No,No,Yes,No,No,16,2.9,8.3,Yes,No,No,No,949
Xiaomi,Xiaomi V51 Pro,90,4.8,634,2881,70,Yes,No,No,Camera,Yes,Yes,Yes,No,No,9,3.5,7.3,Yes,No,Yes,No,598
Samsung,Samsung S25 Ultra,177,5.8,504,4713,68,Yes,Yes,Yes,Infrared,Yes,Yes,Yes,No,No,8,3.7,10.6,No,No,No,Yes,338
Eufy,Eufy X20,186,3.2,411,2384,55,No,No,No,Infrared,No,No,No,Yes,Yes,9,3.9,7.9,No,Yes,Yes,Yes,780
Dreame,Dreame S30 Ultra,124,4.3,697,3621,68,No,Yes,No,Lidar,No,Yes,Yes,No,Yes,9,2.6,9.0,No,Yes,Yes,Yes,782
iRobot,iRobot S49 Ultra,150,3.1,514,2626,65,No,Yes,No,Lidar+Camera,No,No,No,No,Yes,11,4.8,10.4,No,No,No,No,581
Proscenic,Proscenic S85,106,5.5,552,3505,70,Yes,Yes,Yes,Infrared,No,No,No,Yes,No,13,4.2,10.5,Yes,Yes,No,No,1083
Xiaomi,Xiaomi X69 Pro,144,4.9,596,5277,66,No,No,No,Camera,No,Yes,Yes,Yes,No,9,3.6,10.5,Yes,No,Yes,Yes,237
Neato,Neato V29 Pro,124,3.7,685,2432,65,Yes,Yes,No,Lidar,Yes,Yes,No,No,No,18,3.8,7.9,Yes,Yes,Yes,Yes,325
Roborock,Roborock R69,83,3.0,405,1992,55,Yes,Yes,Yes,Lidar,No,Yes,Yes,Yes,No,15,5.3,9.9,No,No,Yes,Yes,262
iRobot,iRobot R45 Max,193,5.2,602,2666,56,Yes,No,Yes,Infrared,No,No,Yes,Yes,Yes,13,5.1,7.3,No,No,Yes,Yes,1099
Neato,Neato S6 Ultra,89,5.3,475,4110,55,Yes,Yes,Yes,Camera,No,No,No,Yes,Yes,11,4.2,9.9,No,Yes,Yes,No,644
Roborock,Roborock X16 Max,179,5.4,469,3602,60,Yes,Yes,Yes,Lidar,No,No,Yes,Yes,No,20,4.4,7.4,No,Yes,Yes,No,817
Dreame,Dreame R61,174,3.3,525,5347,57,Yes,No,Yes,Lidar,Yes,No,Yes,Yes,Yes,14,4.6,7.4,No,Yes,Yes,No,549
iRobot,iRobot S90 Pro,70,3.9,468,1718,61,No,No,Yes,Camera,No,Yes,No,Yes,No,17,3.1,7.7,No,No,Yes,No,871
Xiaomi,Xiaomi X76 Pro,110,5.4,350,5615,63,Yes,Yes,Yes,Lidar,No,No,No,Yes,No,16,2.5,8.9,Yes,No,No,Yes,384
Roborock,Roborock V46,148,3.4,573,3634,56,Yes,No,Yes,Lidar+Camera,No,No,Yes,No,Yes,10,5.5,9.4,Yes,Yes,Yes,No,925
Ecovacs,Ecovacs X32 Ultra,100,3.6,488,4353,68,No,No,No,Lidar,Yes,Yes,No,Yes,No,8,4.0,10.3,No,No,No,No,1025
Neato,Neato R31 Ultra,177,5.9,683,1689,66,Yes,No,No,Lidar+Camera,Yes,Yes,Yes,Yes,No,18,2.7,9.2,No,Yes,Yes,Yes,346
Proscenic,Proscenic X28 Pro,99,4.3,439,5285,60,Yes,Yes,No,Lidar+Camera,Yes,No,Yes,Yes,Yes,16,3.8,9.4,No,Yes,Yes,Yes,390
Ecovacs,Ecovacs R11 Pro,100,2.5,572,5100,57,Yes,Yes,No,Infrared,No,No,Yes,No,No,10,3.7,9.0,No,No,No,Yes,1029
Neato,Neato X71 Max,135,3.7,556,3208,66,Yes,No,No,Lidar+Camera,No,No,No,No,Yes,10,5.4,9.4,No,Yes,No,No,1157
Xiaomi,Xiaomi X95 Max,112,6.0,500,4609,61,Yes,Yes,No,Lidar+Camera,No,Yes,No,No,No,14,4.6,7.1,Yes,Yes,No,No,562
iRobot,iRobot S41 Pro,187,5.7,375,4139,55,No,Yes,Yes,Lidar+Camera,Yes,No,No,Yes,Yes,18,2.9,10.4,Yes,Yes,No,No,949
Eufy,Eufy X94 Ultra,175,5.8,504,3186,64,Yes,No,No,Lidar+Camera,Yes,Yes,No,No,No,18,4.5,9.7,No,No,No,No,1118
Eufy,Eufy S28 Ultra,179,4.3,392,2633,63,Yes,Yes,Yes,Infrared,Yes,Yes,Yes,No,No,11,3.5,8.6,No,No,Yes,Yes,1034
LG,LG X16 Pro,175,4.0,558,3254,66,No,Yes,No,Lidar+Camera,No,No,No,Yes,Yes,6,5.0,9.0,Yes,No,Yes,Yes,1013
Eufy,Eufy V51 Max,199,3.4,480,2081,57,Yes,No,No,Camera,No,Yes,Yes,No,No,10,4.1,9.3,No,No,Yes,Yes,707
Dreame,Dreame X5 Ultra,75,5.3,444,2848,58,No,No,Yes,Infrared,Yes,Yes,Yes,Yes,No,17,3.3,9.4,Yes,Yes,No,Yes,821
Ecovacs,Ecovacs S7 Ultra,90,3.3,543,1542,66,No,Yes,Yes,Infrared,Yes,Yes,Yes,Yes,No,14,4.1,9.3,No,No,Yes,No,1084
Dreame,Dreame R83,140,3.6,531,3021,64,Yes,No,No,Camera,No,No,No,Yes,No,20,4.3,10.4,No,Yes,No,Yes,773
Roborock,Roborock R36 Ultra,162,4.6,501,4213,66,Yes,Yes,Yes,Lidar+Camera,Yes,Yes,Yes,Yes,No,18,4.3,7.3,No,Yes,Yes,Yes,224
Ecovacs,Ecovacs V57,200,5.1,490,2442,62,Yes,No,No,Lidar+Camera,No,No,No,Yes,No,6,3.6,9.2,No,Yes,No,Yes,1200
Dreame,Dreame X77 Max,129,4.4,432,5213,67,No,Yes,No,Lidar,Yes,No,No,Yes,Yes,6,3.9,8.6,Yes,Yes,Yes,Yes,1108
Samsung,Samsung V49 Pro,130,5.8,557,2426,63,Yes,Yes,Yes,Infrared,No,No,No,No,No,17,4.2,9.3,No,Yes,No,No,889
Neato,Neato V19 Max,61,4.5,586,5847,62,No,Yes,No,Lidar,Yes,Yes,Yes,No,No,14,4.1,8.1,Yes,Yes,No,No,897
Ecovacs,Ecovacs S93 Ultra,187,2.9,443,4516,60,No,Yes,Yes,Camera,Yes,Yes,No,No,No,14,5.1,10.2,No,Yes,Yes,Yes,281
Dreame,Dreame V40 Ultra,146,3.5,528,5646,58,Yes,Yes,Yes,Lidar+Camera,No,Yes,Yes,Yes,Yes,10,5.2,9.3,Yes,Yes,Yes,Yes,495
Neato,Neato X61 Max,110,2.7,603,5327,65,No,No,No,Lidar,Yes,No,Yes,No,No,18,4.6,10.5,Yes,No,Yes,No,918
Ecovacs,Ecovacs R42,119,2.6,664,4352,66,Yes,No,Yes,Camera,Yes,No,No,No,No,8,5.1,9.2,Yes,Yes,Yes,Yes,1133
Ecovacs,Ecovacs X90 Max,101,4.6,650,4125,63,Yes,No,Yes,Infrared,No,No,No,Yes,No,17,3.8,9.1,No,No,Yes,Yes,1069
Dreame,Dreame R54 Max,72,5.1,478,3252,59,Yes,No,No,Infrared,Yes,No,Yes,Yes,No,19,2.6,7.3,Yes,Yes,Yes,No,1122
Samsung,Samsung V45,97,5.5,498,4261,67,No,No,No,Infrared,Yes,Yes,No,No,No,15,5.0,7.2,Yes,No,Yes,Yes,433
iRobot,iRobot V93,90,5.5,620,1548,58,No,Yes,No,Lidar,Yes,Yes,Yes,Yes,No,14,3.4,8.6,No,No,Yes,No,522
Dreame,Dreame X25 Pro,122,3.8,395,5341,68,Yes,No,Yes,Infrared,No,No,No,Yes,Yes,16,4.9,10.9,No,No,No,Yes,815
LG,LG R78 Max,195,5.1,456,4788,61,Yes,No,Yes,Lidar,No,Yes,No,No,No,20,4.8,8.3,No,Yes,No,No,531
Ecovacs,Ecovacs V94 Pro,112,5.3,469,4979,55,Yes,Yes,Yes,Lidar+Camera,No,No,No,Yes,Yes,18,3.1,7.4,No,No,Yes,Yes,463
Samsung,Samsung S36 Pro,136,3.8,355,2783,55,No,No,Yes,Lidar+Camera,Yes,No,Yes,No,Yes,12,2.5,7.9,Yes,No,No,No,299
LG,LG X39 Pro,69,2.6,355,2366,64,No,Yes,Yes,Camera,Yes,Yes,No,No,Yes,17,5.2,10.7,Yes,No,No,Yes,350
Ecovacs,Ecovacs V79,189,4.0,458,4153,67,No,No,Yes,Infrared,No,No,Yes,Yes,Yes,7,3.2,8.5,No,Yes,No,Yes,449
Roborock,Roborock X51 Pro,139,3.9,693,1833,57,Yes,No,Yes,Infrared,No,No,No,No,Yes,19,4.7,9.2,No,No,No,No,1038
Dreame,Dreame S99,144,5.6,476,3462,61,No,No,No,Lidar+Camera,No,No,No,Yes,Yes,7,3.7,9.8,No,No,Yes,No,1193
Samsung,Samsung R74 Ultra,191,5.0,446,4470,66,No,No,No,Lidar,Yes,Yes,No,No,No,18,3.0,10.7,Yes,No,Yes,No,386
Eufy,Eufy R12,199,4.7,596,4336,69,Yes,Yes,Yes,Camera,Yes,Yes,No,No,Yes,16,4.1,10.2,Yes,No,Yes,No,166
Neato,Neato S69,174,3.2,531,2236,56,No,No,No,Lidar,No,No,No,Yes,No,15,4.5,7.8,Yes,Yes,Yes,Yes,1103
Ecovacs,Ecovacs R33 Ultra,66,2.7,526,2617,64,No,No,Yes,Lidar+Camera,Yes,Yes,No,No,No,14,4.9,8.3,Yes,Yes,No,No,782
Roborock,Roborock S26,194,5.0,647,4842,60,No,No,Yes,Camera,Yes,Yes,Yes,Yes,No,10,4.0,7.2,No,Yes,No,Yes,465
Proscenic,Proscenic V60,110,5.7,567,2663,55,Yes,No,Yes,Infrared,No,Yes,Yes,No,No,19,3.0,8.9,Yes,No,Yes,Yes,713
iRobot,iRobot V19,190,5.9,516,1679,63,Yes,Yes,No,Camera,No,No,Yes,Yes,Yes,6,3.0,9.1,No,No,No,Yes,905
LG,LG R71,115,4.7,364,2942,64,No,Yes,Yes,Lidar+Camera,No,Yes,Yes,No,Yes,10,4.2,9.0,Yes,No,No,No,900
Xiaomi,Xiaomi V58,89,4.7,370,2972,61,Yes,Yes,Yes,Lidar+Camera,No,Yes,No,No,Yes,7,3.3,7.1,Yes,Yes,No,No,387
Roborock,Roborock X46 Ultra,139,5.4,356,3955,61,No,No,No,Infrared,No,No,No,Yes,Yes,15,3.9,10.2,No,No,No,Yes,304
Neato,Neato S14,183,5.5,457,1640,65,No,No,Yes,Infrared,Yes,No,No,Yes,No,20,2.9,8.3,Yes,Yes,Yes,Yes,892
Ecovacs,Ecovacs S37,147,4.0,440,5459,65,No,Yes,No,Lidar+Camera,No,No,No,No,No,19,3.6,9.0,No,No,No,No,1074
LG,LG S64 Pro,76,3.0,511,4111,58,No,No,No,Infrared,Yes,Yes,No,Yes,No,17,4.3,8.5,No,No,No,Yes,963
Dreame,Dreame X32,178,4.9,384,5180,69,Yes,No,No,Infrared,Yes,No,Yes,Yes,Yes,18,5.1,7.1,No,No,No,Yes,946
Neato,Neato X64 Ultra,69,3.4,374,1903,58,Yes,No,Yes,Infrared,No,Yes,Yes,Yes,Yes,9,3.2,10.3,No,No,Yes,Yes,1109
Xiaomi,Xiaomi R65 Pro,181,5.1,552,2003,56,Yes,No,Yes,Lidar+Camera,No,Yes,No,Yes,Yes,15,3.0,9.0,Yes,Yes,No,Yes,293
Proscenic,Proscenic X99 Pro,74,5.0,351,3308,60,No,Yes,Yes,Camera,No,No,Yes,No,Yes,17,3.1,10.4,No,No,No,No,373
Samsung,Samsung V45,83,3.2,697,3008,70,No,No,Yes,Lidar,Yes,No,No,Yes,Yes,11,3.5,7.0,No,Yes,Yes,Yes,860
LG,LG V22 Pro,132,4.1,559,1878,66,Yes,Yes,Yes,Infrared,No,Yes,Yes,No,No,20,5.0,8.9,No,No,Yes,No,476
Eufy,Eufy V74 Pro,88,3.2,615,5434,62,No,No,No,Lidar+Camera,Yes,Yes,No,Yes,Yes,17,5.2,10.1,No,Yes,Yes,Yes,259
Samsung,Samsung V78 Pro,135,4.4,544,3036,68,No,Yes,No,Infrared,No,No,Yes,Yes,Yes,9,5.2,10.6,Yes,No,Yes,No,865
Proscenic,Proscenic R94 Max,198,4.0,351,3015,67,No,Yes,Yes,Lidar,Yes,Yes,Yes,Yes,No,18,5.0,9.9,No,No,Yes,No,235
LG,LG X35 Ultra,186,5.1,360,2504,58,No,Yes,No,Lidar,Yes,Yes,No,Yes,Yes,11,4.9,7.6,No,No,Yes,Yes,1115
Proscenic,Proscenic X63,116,3.4,578,1563,61,No,No,No,Lidar+Camera,No,No,Yes,Yes,Yes,16,3.9,8.2,Yes,Yes,Yes,Yes,980
Ecovacs,Ecovacs S58 Ultra,81,2.9,419,3100,67,Yes,No,No,Infrared,Yes,No,Yes,No,Yes,15,3.8,10.9,No,Yes,Yes,Yes,1112
Dreame,Dreame S33 Ultra,181,5.1,608,3013,67,Yes,No,Yes,Infrared,Yes,No,Yes,No,No,15,2.7,9.0,Yes,No,Yes,No,747
iRobot,iRobot V95,62,5.2,526,3723,60,Yes,No,Yes,Lidar,No,No,Yes,Yes,Yes,17,4.5,10.2,No,Yes,No,Yes,838
Samsung,Samsung V89,173,5.3,520,5630,59,No,No,No,Lidar+Camera,No,Yes,Yes,Yes,Yes,11,5.2,9.7,No,No,Yes,No,202
iRobot,iRobot X87 Ultra,187,4.9,381,2783,67,No,Yes,Yes,Lidar+Camera,No,No,Yes,No,No,9,3.4,10.2,No,No,Yes,Yes,724
iRobot,iRobot S57,156,5.5,490,3768,57,Yes,No,Yes,Lidar,Yes,Yes,No,Yes,Yes,19,2.6,7.3,No,Yes,No,Yes,574
Neato,Neato S42 Ultra,98,4.2,480,1645,62,Yes,Yes,Yes,Lidar+Camera,No,Yes,Yes,No,Yes,15,2.6,11.0,No,Yes,Yes,No,821
Eufy,Eufy X44,134,4.0,682,3988,68,Yes,No,No,Lidar,Yes,No,Yes,No,No,15,4.8,7.7,No,No,No,Yes,220
Roborock,Roborock X31 Pro,166,5.0,528,4728,59,Yes,Yes,No,Camera,Yes,Yes,No,No,No,13,2.8,8.8,No,Yes,No,No,347
LG,LG S47 Pro,124,2.7,369,5572,65,No,No,Yes,Lidar+Camera,No,Yes,No,No,Yes,11,3.2,9.5,Yes,Yes,No,No,982
Proscenic,Proscenic X69 Pro,136,4.1,422,3088,68,No,Yes,Yes,Camera,No,Yes,Yes,Yes,Yes,12,3.2,8.8,Yes,Yes,Yes,No,522
Neato,Neato R50 Ultra,74,5.8,673,2704,64,No,Yes,Yes,Lidar+Camera,Yes,No,Yes,Yes,Yes,6,3.8,8.0,No,Yes,No,Yes,821
Samsung,Samsung S97 Ultra,80,3.1,602,1707,62,No,Yes,No,Lidar,Yes,No,Yes,No,No,15,4.9,9.7,Yes,Yes,Yes,Yes,594
Dreame,Dreame X62 Ultra,149,4.1,697,3302,55,Yes,No,No,Lidar+Camera,No,Yes,Yes,No,No,18,5.4,10.7,No,Yes,No,Yes,401
Samsung,Samsung S15 Pro,111,4.3,428,3285,59,No,No,Yes,Lidar+Camera,Yes,Yes,No,Yes,No,6,3.7,7.5,Yes,Yes,No,No,417
Dreame,Dreame R30 Ultra,136,4.9,581,1634,57,No,Yes,No,Lidar,No,Yes,Yes,No,Yes,9,5.0,10.6,No,Yes,Yes,Yes,969
Proscenic,Proscenic S84 Max,151,2.7,661,3003,64,Yes,Yes,No,Lidar,Yes,Yes,No,Yes,Yes,19,2.6,7.7,Yes,No,Yes,No,601
LG,LG X32 Pro,127,4.0,627,4788,59,No,No,No,Lidar+Camera,No,No,Yes,No,Yes,7,4.5,8.2,No,No,Yes,Yes,477
Roborock,Roborock X9 Ultra,172,5.4,458,2404,65,Yes,No,No,Lidar,No,No,No,Yes,No,19,4.4,8.5,Yes,No,No,No,1191
LG,LG R51 Max,178,4.2,458,5887,61,Yes,No,No,Infrared,No,Yes,Yes,No,Yes,7,3.4,8.8,Yes,Yes,No,No,597
Roborock,Roborock R49,191,3.8,368,4234,68,Yes,Yes,No,Camera,Yes,No,No,No,Yes,17,3.9,9.5,Yes,No,Yes,Yes,775
Ecovacs,Ecovacs V23 Ultra,95,4.4,611,3235,63,No,Yes,No,Camera,Yes,Yes,No,Yes,Yes,18,4.0,7.6,Yes,No,No,Yes,345
iRobot,iRobot X53 Ultra,181,4.7,568,3644,68,No,No,Yes,Infrared,No,No,Yes,Yes,Yes,10,2.7,7.9,Yes,No,Yes,No,993
Dreame,Dreame S61 Max,179,5.0,677,4258,66,Yes,No,Yes,Lidar+Camera,Yes,No,No,No,Yes,17,3.6,9.6,Yes,No,No,No,224
Samsung,Samsung X5 Ultra,140,5.9,590,1765,57,No,No,No,Lidar,Yes,Yes,No,Yes,Yes,13,5.3,9.2,No,Yes,No,No,527
Eufy,Eufy S94 Ultra,120,5.0,667,5864,60,Yes,Yes,Yes,Lidar+Camera,No,No,No,No,No,20,3.3,9.0,Yes,Yes,No,No,190
Neato,Neato R24,94,5.1,411,2616,65,Yes,Yes,Yes,Camera,No,Yes,No,No,No,12,5.1,7.0,Yes,No,Yes,Yes,229
LG,LG R77 Pro,192,4.1,483,3817,69,Yes,Yes,No,Infrared,No,No,Yes,Yes,Yes,11,3.0,8.5,No,Yes,Yes,No,899
LG,LG R35 Ultra,151,3.6,511,2108,68,Yes,Yes,Yes,Lidar,Yes,Yes,Yes,Yes,Yes,14,5.3,10.2,No,No,Yes,Yes,1128
Roborock,Roborock V66 Pro,105,5.7,539,2936,70,No,Yes,No,Lidar+Camera,Yes,No,No,Yes,Yes,9,4.5,10.5,No,Yes,No,Yes,374
LG,LG S14,175,5.1,630,2299,56,No,No,No,Infrared,No,Yes,Yes,No,Yes,19,5.2,10.6,No,Yes,Yes,Yes,825
LG,LG V18,82,2.8,402,2491,68,Yes,Yes,Yes,Camera,No,Yes,Yes,Yes,Yes,17,5.3,8.9,Yes,Yes,No,Yes,289
Ecovacs,Ecovacs R92 Max,125,3.9,568,5052,55,No,Yes,No,Lidar,No,No,No,Yes,No,16,4.1,10.1,Yes,No,Yes,Yes,231
Eufy,Eufy R49 Max,139,5.9,468,5703,67,No,Yes,Yes,Lidar+Camera,Yes,No,Yes,Yes,Yes,18,5.5,9.0,No,Yes,No,No,1006
iRobot,iRobot V86 Ultra,62,5.6,582,2834,56,No,No,No,Infrared,Yes,Yes,Yes,No,Yes,13,4.8,8.6,Yes,No,Yes,No,564
Eufy,Eufy X38 Pro,110,3.6,464,1838,58,No,Yes,No,Infrared,Yes,No,No,No,Yes,11,3.0,9.9,Yes,Yes,Yes,No,372
iRobot,iRobot R80 Pro,137,3.6,439,4770,62,Yes,No,Yes,Lidar+Camera,No,Yes,No,No,Yes,9,3.4,7.7,No,No,No,Yes,1098
Neato,Neato R91 Max,79,5.9,600,5681,61,Yes,Yes,No,Camera,No,No,Yes,No,No,8,3.3,9.0,Yes,No,Yes,Yes,479
Xiaomi,Xiaomi R72 Ultra,150,5.3,385,5197,67,No,Yes,Yes,Camera,Yes,No,Yes,No,Yes,10,4.1,9.8,Yes,No,Yes,Yes,624
Samsung,Samsung X86 Max,148,5.5,398,3832,61,No,Yes,Yes,Infrared,No,Yes,No,Yes,No,8,5.1,7.8,No,No,No,No,739
LG,LG X83,157,2.9,616,1725,55,No,Yes,No,Lidar,No,No,No,No,No,15,3.6,9.1,No,Yes,Yes,No,710
Dreame,Dreame V10 Ultra,169,3.5,381,1571,65,Yes,No,No,Lidar+Camera,No,Yes,No,Yes,No,6,3.7,10.1,Yes,Yes,Yes,No,1012
Samsung,Samsung V13 Pro,140,3.5,521,3753,63,Yes,No,No,Lidar,No,No,Yes,No,Yes,8,3.7,7.8,Yes,Yes,No,No,813
Samsung,Samsung S27,114,2.5,400,3791,66,No,Yes,Yes,Camera,No,No,Yes,Yes,No,16,3.5,10.9,No,Yes,No,No,383
Samsung,Samsung V41 Pro,135,5.8,540,2061,64,No,Yes,Yes,Lidar+Camera,No,Yes,Yes,No,No,15,3.5,7.5,No,No,Yes,Yes,860
Ecovacs,Ecovacs R46 Pro,119,4.8,608,2156,68,Yes,No,Yes,Lidar+Camera,Yes,Yes,Yes,Yes,No,18,5.2,10.1,Yes,No,No,No,495
Xiaomi,Xiaomi V28 Ultra,97,5.3,675,4658,62,No,Yes,No,Infrared,Yes,No,No,Yes,Yes,19,3.7,8.8,Yes,No,No,No,494
Xiaomi,Xiaomi V53,171,5.3,436,5592,56,Yes,No,No,Infrared,No,No,No,No,No,14,4.2,10.3,No,No,Yes,Yes,697
iRobot,iRobot X94 Pro,98,2.9,693,4807,64,Yes,Yes,No,Lidar,Yes,Yes,No,No,Yes,8,4.4,9.8,No,No,No,No,401
Ecovacs,Ecovacs R23 Ultra,196,2.8,445,4292,55,Yes,No,No,Camera,No,No,Yes,No,Yes,13,4.4,7.4,Yes,Yes,Yes,No,1054
iRobot,iRobot X39 Pro,128,3.8,669,4106,58,Yes,Yes,Yes,Lidar+Camera,No,Yes,Yes,No,Yes,15,4.0,7.4,Yes,Yes,No,Yes,705
Xiaomi,Xiaomi S84 Ultra,64,3.9,588,5187,59,Yes,No,No,Lidar,No,Yes,No,Yes,No,10,3.5,10.3,Yes,No,Yes,Yes,816
Dreame,Dreame S44 Ultra,99,4.9,481,2830,68,Yes,Yes,No,Lidar+Camera,No,No,No,Yes,No,8,4.4,10.6,Yes,Yes,Yes,Yes,1195
LG,LG X30,187,5.2,356,2247,63,Yes,No,Yes,Camera,No,Yes,No,No,Yes,9,2.8,10.9,No,No,No,No,897
LG,LG R81,79,3.0,418,3695,64,Yes,Yes,No,Camera,No,No,No,Yes,No,18,5.0,7.8,No,No,No,No,1129
Eufy,Eufy R56 Max,110,4.5,576,4990,56,No,No,No,Camera,No,Yes,Yes,Yes,No,9,3.4,7.5,No,No,Yes,No,1049
Xiaomi,Xiaomi X18 Max,92,4.3,699,5869,56,Yes,Yes,Yes,Infrared,No,No,No,Yes,Yes,14,2.8,9.4,No,No,No,Yes,581
iRobot,iRobot R78 Ultra,105,4.2,695,1717,58,No,Yes,Yes,Lidar,No,Yes,Yes,No,Yes,15,5.2,8.3,No,No,Yes,No,209
Eufy,Eufy V30 Max,65,3.6,448,2806,60,No,Yes,Yes,Lidar,Yes,No,No,No,No,16,3.0,7.5,Yes,Yes,No,No,1187
iRobot,iRobot X10 Max,175,4.7,605,1720,55,Yes,No,No,Lidar,No,No,Yes,No,Yes,13,4.6,7.7,Yes,Yes,No,No,429
Xiaomi,Xiaomi R53 Ultra,84,2.6,372,2562,65,No,No,Yes,Lidar+Camera,No,No,Yes,Yes,No,18,3.5,7.7,No,No,No,No,231
Dreame,Dreame R31 Max,178,5.6,494,5518,64,Yes,No,Yes,Infrared,Yes,No,Yes,No,Yes,8,2.7,9.7,Yes,Yes,No,No,368
Dreame,Dreame V42 Ultra,119,2.6,481,2076,63,No,Yes,No,Lidar,Yes,No,Yes,No,No,8,4.0,9.6,Yes,Yes,Yes,No,975
LG,LG V29 Max,192,3.9,615,2577,69,No,Yes,Yes,Infrared,Yes,No,Yes,Yes,No,13,2.7,10.6,Yes,Yes,No,Yes,1122
LG,LG R69 Max,132,3.8,584,1904,67,No,Yes,Yes,Camera,No,Yes,No,No,Yes,17,4.6,7.5,Yes,Yes,Yes,No,592
Proscenic,Proscenic S89 Pro,60,5.0,543,5238,67,Yes,No,No,Infrared,Yes,No,No,Yes,Yes,13,3.1,8.0,No,Yes,Yes,No,1135
